GENDER_CD,Group,Group2,BIPOCFmt,FGFmt,CCHE_FAFSA_CODE,Pell,AGI,FedGrants,FedStudentLoans,FedWorkStudy,InstNeedBasedGrants,InstNonNeedBasedGrants,PrivateSchol,TotalStudentLoans,EFC,FAFSA,GotFedGrants,GotFedStudentLoans,GotFedWorkStudy,FedTotal,GotFedAny,GotPrivateSchol,GotStudentLoans,GotInstNBGrant,GotInstNonNeedGrant,GotAidAny,GotNBAid
F,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,First gen,1,1,22370,1097.5,6250,,1425,700,,6250,4171,1,1,1,0,7347.5,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,2394,9345,8847,,4150,,,8847,0,1,1,1,0,18192,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,47134,2695,5635,,12460,5700,,5635,3670,1,1,1,0,8330,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,84571,,,,,,,,9713,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,1,45623,2247.5,3250,,1100,2000,,3250,1887,1,1,1,0,5497.5,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,76528,,,,1000,10000,,,23340,1,0,0,0,,0,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,73991,,2000,,3600,,17670,2000,8486,1,0,1,0,2000,1,1,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,0,4000,,,6150,15500,,,0,1,1,0,0,4000,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,37964,6345,,,7617,13700,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,5110,3172.5,,,2075,,,,0,1,1,0,0,3172.5,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,38861,5995,,,11200,,,,371,1,1,0,0,5995,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,1,27966,6345,500,,9750,,,500,0,1,1,1,0,6845,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,68136,,455,,2800,2500,10798,455,10635,1,0,1,0,455,1,1,1,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,2,,,,,,3400,10000,4078.99,,0,0,0,0,0,,0,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,63835,,,,,,,,10490,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,5972,1586.5,12500,,,,,12500,0,1,1,1,0,14086.5,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,31580,,,,,3000,,,9959,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,182482,,3750,,,,,3750,446652,1,0,1,0,3750,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,11329,,6250,,,,,6250,0,1,0,1,0,6250,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,26935,1347.5,,,,,,,3618,1,1,0,0,1347.5,1,0,0,0,0,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,89938,,,,,,,,92953,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,1,43094,795,,,,,,,5501,1,1,0,0,795,1,0,0,0,0,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,-4316,4395,12500,,150,,,12500,1923,1,1,1,0,16895,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,89911,,,,,2000,,,7727,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,0,2384.5,,,1540,,,,1955,1,1,0,0,2384.5,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,8090,6345,9633,,10150,,,9633,0,1,1,1,0,15978,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,1000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,88572,,5500,,,,,5500,15855,1,0,1,0,5500,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,45355,2895,,,,5000,,,3476,1,1,0,0,2895,1,0,0,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,149380,,6500,,,,,24500,33123,1,0,1,0,6500,1,0,1,0,0,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,20971,9345,,15.63,4150,,,,0,1,1,0,1,9360.63,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,45176,3995,,,5540,,,,2368,1,1,0,0,3995,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,164510,,5500,,,2500,,5500,49480,1,0,1,0,5500,1,0,1,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,2,,,,,,,,,10500,0,0,0,0,0,,0,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,85411,,,,3502,7218.4,,,10009,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,179128,,7500,,,,,7500,35343,1,0,1,0,7500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,69210,,3750,,1800,,,3750,7191,1,0,1,0,3750,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,51619,4895,,,4000,,,,1487,1,1,0,0,4895,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,217451,,1311,,,,,1311,59235,1,0,1,0,1311,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,0,6345,1355,,4400,,,1355,0,1,1,1,0,7700,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,0,3172.5,,,,,,,0,1,1,0,0,3172.5,1,0,0,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,3676,9345,12500,,4150,,,12500,0,1,1,1,0,21845,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,8052,6345,,,8150,3000,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,10363,9345,7167,,4150,,,7167,0,1,1,1,0,16512,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,15123,5552,12500,,,,,12500,0,1,1,1,0,18052,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,34868,2847.5,,,,4553,9558,,612,1,1,0,0,2847.5,1,1,0,0,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,131149,,7500,,,,,7500,23297,1,0,1,0,7500,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,85076,,7500,,,,,29306,18970,1,0,1,0,7500,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,26195,,,,,,,,7006,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,5808,4759,,,7613,,,,0,1,1,0,0,4759,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,1,7052,3172.5,2750,,,,,2750,0,1,1,1,0,5922.5,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,6189,792.49,,,,,,,0,1,1,0,0,792.49,1,0,0,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,15571,4895,5500,,4000,1500,,5500,1462,1,1,1,0,10395,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,16732,3395,12500,,,,,12500,2905,1,1,1,0,15895,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,4385,8177,,,3631,1300,,,0,1,1,0,0,8177,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,43727,2247.5,,,800,,,,1830,1,1,0,0,2247.5,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,1,0,6345,12500,,7150,,,12500,0,1,1,1,0,18845,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,14653,6345,,,9150,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,67476,,285,,12000,4500,3400,285,6935,1,0,1,0,285,1,1,1,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,47821,3172.5,,,5075,,,,0,1,1,0,0,3172.5,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,29000,,10500,,,,,10500,13236,1,0,1,0,10500,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,9569,4747.5,,,500,,,,0,1,1,0,0,4747.5,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,2829,3171.92,,,,,,,0,1,1,0,0,3171.92,1,0,0,0,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,10645,6345,4500,,7150,,,4500,0,1,1,1,0,10845,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,136689,,4000,,,13252,,4000,27400,1,0,1,0,4000,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,166689,,7500,,,2000,,14000,14568,1,0,1,0,7500,1,0,1,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,230280,,,,,,,,43666,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,-6753,5595,,,6810,,,,800,1,1,0,0,5595,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,58380,6345,7500,,,2500,,7500,0,1,1,1,0,13845,1,0,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,143893,,,,,2000,,,36333,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,35562,9345,,,4150,5000,,,0,1,1,0,0,9345,1,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,29254,6345,7500,,10150,,,7500,0,1,1,1,0,13845,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,18702,3146.99,,,6800,,,,20,1,1,0,0,3146.99,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,87208,,6250,,,,,6250,29555,1,0,1,0,6250,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,0,3172.5,11526,,,,,11526,0,1,1,1,0,14698.5,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,16078,586.4,12500,,3300,,,12500,1659,1,1,1,0,13086.4,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,First gen,1,0,57769,,,,,,,,17861,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,11384,5552,3915,,8881,,,3915,0,1,1,1,0,9467,1,0,1,1,0,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,22219,,,,,120,,,4104,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,1. Rural,1. Rural/Small Rural,BIPOC,Not first gen,1,1,52589,2395,7500,,10700,,,9387,3941,1,1,1,0,9895,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,2,,,,,,,1000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,29169,4759,,,3113,,17658,,0,1,1,0,0,4759,1,1,0,1,0,1,1
F,1. Rural,1. Rural/Small Rural,BIPOC,Not first gen,1,0,0,,,,4150,,,,0,1,0,0,0,,0,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,4593,9345,3855,,4150,,,3855,0,1,1,1,0,13200,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,253042,,,,,,,,43154,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,105074,,4000,,,3250,,4000,7088,1,0,1,0,4000,1,0,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,161.35,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,178828,,,,,,,,61052,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,62494,,,,7748,2000,,,9817,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,60730,3195,7500,,,,,7500,3119,1,1,1,0,10695,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,First gen,1,0,36214,,10500,,,,,10500,9501,1,0,1,0,10500,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,267904,,,,,,,,83122,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3250,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,4625,3172.5,,,5075,,,,0,1,1,0,0,3172.5,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,0,127158,,5500,,2000,6000,,5500,16262,1,0,1,0,5500,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,0,6345,4269,,4150,,,4269,0,1,1,1,0,10614,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,2. Small Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,20837,2795,,,6300,3500,,,3551,1,1,0,0,2795,1,0,0,1,1,1,1
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,29114,6345,7500,,6750,,,7500,0,1,1,1,0,13845,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,340,9345,4390,,4150,,,4390,0,1,1,1,0,13735,1,0,1,1,0,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,1500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,26153,6345,,,7271,9750,2800,,0,1,1,0,0,6345,1,1,0,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,61636,2595,,,,1500,2800,,3800,1,1,0,0,2595,1,1,0,0,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,31036,2747.5,,,,,,,869,1,1,0,0,2747.5,1,0,0,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,72658,1397.5,,,1000,,,,3599,1,1,0,0,1397.5,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,14860,5195,,,1600,1500,,,1186,1,1,0,0,5195,1,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,0,9345,,,4150,,3000,,0,1,1,0,0,9345,1,1,0,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,94780,,4000,,1200,1875,,4000,7205,1,0,1,0,4000,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,39792,2297.5,3000,,3200,,,3000,1716,1,1,1,0,5297.5,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,8000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,0,6345,,,,,,,0,1,1,0,0,6345,1,0,0,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,1,28561,6345,5500,,7150,2500,,5500,0,1,1,1,0,11845,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,12203,6345,,,9150,5600,2800,,0,1,1,0,0,6345,1,1,0,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,2,,,,,,,2900,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,34230,,,,,,,,141,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,0,,,,,,,,0,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,First gen,1,1,11096,6345,,,5150,2000,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,36638,7845,,,9150,2000,500,,0,1,1,0,0,7845,1,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,7835,8177,,,3631,,,,0,1,1,0,0,8177,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,First gen,1,1,15775,2397.5,6250,,1900,,,6250,1539,1,1,1,0,8647.5,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,8909,6345,11543,,8150,,,11543,0,1,1,1,0,17888,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,1500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,52000,3621.5,7500,,3675,,,7500,3220,1,1,1,0,11121.5,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,72110,1595,,,5073,2000,3750,,4752,1,1,0,0,1595,1,1,0,1,1,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,First gen,1,1,21266,6345,6500,,1900,,,6500,0,1,1,1,0,12845,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,79574,,7500,,6000,,,7500,5753,1,0,1,0,7500,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,0,4672.5,,,2075,,,,0,1,1,0,0,4672.5,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,5827,9345,,,4150,1500,,,0,1,1,0,0,9345,1,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,153444,,,,,,,,24527,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,164812,,7500,,,,,34500,20761,1,0,1,0,7500,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,37469,5855,,,6700,2100,5250,,1980,1,1,0,0,5855,1,1,0,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,18443,1597.5,2750,,1425,,,2750,3190,1,1,1,0,4347.5,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,120806,,7500,,,6000,,7500,17513,1,0,1,0,7500,1,0,1,0,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,71039,2295,7500,,8800,,,7500,4017,1,1,1,0,9795,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,86236,,,,1500,3000,,,5870,1,0,0,0,,0,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,78612,,5500,,,,,5500,36593,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,1,52529,4495,,,22094,3000,,,1871,1,1,0,0,4495,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,52037,6295,7500,,1600,,,7500,24,1,1,1,0,13795,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,First gen,1,0,155660,,,,,,,,40109,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,212862,,,,,,,,42636,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,137595,2000,7219,,,,,7219,28809,1,1,1,0,9219,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,90648,,7500,,3600,1500,,7500,8406,1,0,1,0,7500,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,2,,,,,,,31018.64,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,35044,,7500,,,,,7500,27310,1,0,1,0,7500,1,0,1,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,209218,,12500,,,,,12500,23626,1,0,1,0,12500,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,321215,,,,,1000,,,177844,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,136681,,7500,,,,,7500,11808,1,0,1,0,7500,1,0,1,0,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,67853,,,,9445,5000,6057,,6218,1,0,0,0,,0,1,0,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,27861,6345,,,17000,7183,6966,,0,1,1,0,0,6345,1,1,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,9000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,19505,3172.5,,,,,,,0,1,1,0,0,3172.5,1,0,0,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,16752,,,0,0,0,0,0,,0,0,0,0,1,1,0
