GENDER_CD,Group,Group2,BIPOCFmt,FGFmt,CCHE_FAFSA_CODE,Pell,AGI,FedGrants,FedStudentLoans,FedWorkStudy,InstNeedBasedGrants,InstNonNeedBasedGrants,PrivateSchol,TotalStudentLoans,EFC,FAFSA,GotFedGrants,GotFedStudentLoans,GotFedWorkStudy,FedTotal,GotFedAny,GotPrivateSchol,GotStudentLoans,GotInstNBGrant,GotInstNonNeedGrant,GotAidAny,GotNBAid
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,45038,5695,5500,,8400,,,5500,630,1,1,1,0,11195,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,54561,6345,3500,,8350,3300,,3500,0,1,1,1,0,9845,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,40094,2095,,,8380,,,,4220,1,1,0,0,2095,1,0,0,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,222338,,,,,5000,,,606334,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,156299,,,,,,,,43302,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,67637,,,,3200,2000,,,13897,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,109969,,,,,6500,,,20828,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,119070,,5500,,4600,,,26938,9977,1,0,1,0,5500,1,0,1,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,222188,,,,,7500,,,40082,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,272537,,,,,2930,,,40688,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,25453,6345,5500,,7750,5000,2500,5500,0,1,1,1,0,11845,1,1,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,36746,5295,5500,,6200,,,5500,1069,1,1,1,0,10795,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,0,6345,,,4150,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,26642,,5500,,,15000,,5500,81386,1,0,1,0,5500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,186624,,2750,,,,,2750,65265,1,0,1,0,2750,1,0,1,0,0,1,0
F,3. Other,2. Other,BIPOC,First gen,1,0,63250,,,,,,,,37254,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,400000,,5500,,,500,,5500,119199,1,0,1,0,5500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,278216,,,,,,,,52190,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,93284,,5500,,,,,5500,20120,1,0,1,0,5500,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,233830,,,,,,,,31709,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,41458,4795,5500,,4700,,,5500,1513,1,1,1,0,10295,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,1,26940,6345,,,11750,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,183694,,,,,2500,,,88842,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,53940,2095,,,11830,10000,,,4270,1,1,0,0,2095,1,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,0,147900,,,,,,,,38222,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,163488,,,,,3500,,,43310,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,21244,6345,9500,,7750,,,9500,0,1,1,1,0,15845,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,29692,6345,,,4750,500,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,-623197,6345,5500,,,,,27030,0,1,1,1,0,11845,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,64313,4595,5500,,5880,,,5500,1719,1,1,1,0,10095,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,7500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,135832,,,,,,,,28203,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,147388,,,,,9500,1000,,46867,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,184660,,,,,2000,,,62908,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,52553,,,,,1250,1250,,12313,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,181314,,,,,,,,62383,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,1,15361,6345,5500,,7450,,,5500,0,1,1,1,0,11845,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,436386,,,,,2500,,,156986,1,0,0,0,,0,0,0,0,1,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,1,5707,6345,,,8550,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,11211,6345,3500,,8150,2500,,3500,0,1,1,1,0,9845,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,253810,,5500,,,7255.2,,5500,74737,1,0,1,0,5500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,134297,,,,,3500,,,41000,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,65716,1795,,,,5000,,,4506,1,1,0,0,1795,1,0,0,0,1,1,1
M,3. Other,2. Other,Not BIPOC,First gen,1,1,3453,6345,,,7750,2500,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,7500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,132417,,,,,2500,,,105634,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,63945,1595,4755,,6846,14150,,4755,4755,1,1,1,0,6350,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,0,6345,,,8150,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,65419,,,,,18564,14529,,9219,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,57814,3495,5500,,9480,,1000,5500,2865,1,1,1,0,8995,1,1,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,189606,,,,,2000,,,24739,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,313351,,,,,,,,66830,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,732849,,,,,8500,,,120477,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,163608,,,,,7500,,,23148,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,318532,,,,,1000,,,168655,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,402815,,5500,,,,,5500,82362,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,1,31329,5495,,,6000,,,,897,1,1,0,0,5495,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,199154,,5500,,,,,5500,60836,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,77879,,5500,,5600,,,5500,9243,1,0,1,0,5500,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,1,36337,6295,,,12500,4050,2800,,35,1,1,0,0,6295,1,1,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,1000,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,94713,,,,,7500,,,12283,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,212316,,,,,,,,30373,1,0,0,0,,0,0,0,0,0,0,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,5000,6345,12500,,400,3000,,12500,0,1,1,1,0,18845,1,0,1,1,1,1,1
F,1. Rural,1. Rural/Small Rural,Not BIPOC,First gen,1,1,38789,5295,5500,,8800,,,11942,1048,1,1,1,0,10795,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,42106,4295,,,6180,,,,2029,1,1,0,0,4295,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,212316,,,,,,,,30268,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,231575,,,,,1000,,,68851,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,First gen,1,1,30595,6295,,,,,,,11,1,1,0,0,6295,1,0,0,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,34778,5595,3500,,8500,,,3500,735,1,1,1,0,9095,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,65558,795,5500,,9680,,2800,5500,5550,1,1,1,0,6295,1,1,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,473961,,,,,,,,231257,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,0,62281,,6500,,,,,18185,16484,1,0,1,0,6500,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,13225,6345,,,6150,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,39925,2447.5,2750,,4600,,,2750,1497,1,1,1,0,5197.5,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,42730,5695,,,13000,3500,,,637,1,1,0,0,5695,1,0,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,228610,,5500,,,1000,,5500,44529,1,0,1,0,5500,1,0,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,16913,,,,2600,,,,6055,1,0,0,0,,0,0,0,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,87183,,,,1825,7000,7000,,6982,1,0,0,0,,0,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,181759,,6500,,,,,6500,20978,1,0,1,0,6500,1,0,1,0,0,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,114751,,5500,,,3500,,5500,21871,1,0,1,0,5500,1,0,1,0,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,68442,,5500,,4445,3000,,5500,7220,1,0,1,0,5500,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,191228,,2750,,,,,13950,27088,1,0,1,0,2750,1,0,1,0,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,21429,6345,5500,,2850,3000,,5500,0,1,1,1,0,11845,1,0,1,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,184232,,6500,,,3000,,6500,22762,1,0,1,0,6500,1,0,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,209744,,,,,,,,91029,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,137116,,,,,,,,31571,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,432856,,,,,,,,261155,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,116058,,,,,,,,70891,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,515690,,,,,3500,,,173109,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,First gen,1,0,37161,,,,,,1250,,253,1,0,0,0,,0,1,0,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,163108,,6500,,,1800,,16500,202677,1,0,1,0,6500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,0,48295,,,,10095,1500,,,6641,1,0,0,0,,0,0,0,1,1,1,1
F,2. Small Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,97677,,2608,,,5000,2850,2608,15957,1,0,1,0,2608,1,1,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,21454,2270.5,12319,,2494,,,12319,3791,1,1,1,0,14589.5,1,0,1,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,22853,6345,,,11750,,,,0,1,1,0,0,6345,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,0,318456,,,,2500,3000,,,17955,1,0,0,0,,0,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,First gen,1,0,43259,,5500,,5245,,,5500,5870,1,0,1,0,5500,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,103791,,,,,,3750,,23199,1,0,0,0,,0,1,0,0,0,1,0
M,3. Other,2. Other,Not BIPOC,First gen,1,0,121796,,,,,,,14418,20661,1,0,0,0,,0,0,1,0,0,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,28487,6345,,,9150,500,,,0,1,1,0,0,6345,1,0,0,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,1,0,6345,,,5150,3500,12443,,0,1,1,0,0,6345,1,1,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,1,1,50782,3495,,,3980,,,,2854,1,1,0,0,3495,1,0,0,1,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,50703,4895,,,9580,750,,,1444,1,1,0,0,4895,1,0,0,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,2500,,28978,0,0,0,0,0,,0,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,729184,,,,,4809.6,,,731871,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,94009,,,,,,,,6839,1,0,0,0,,0,0,0,0,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,180363,,,,,,,,119847,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,0,35671,,,,,,,,48067,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,49284,895,,,9580,,,,5479,1,1,0,0,895,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,396012,,,,,5000,,,63637,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,194740,,5500,,,,,5500,36311,1,0,1,0,5500,1,0,1,0,0,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,191792,,5500,,,2500,,5500,231078,1,0,1,0,5500,1,0,1,0,1,1,0
M,3. Other,2. Other,Not BIPOC,First gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,321521,,,,,,,,247263,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,191232,,,,,5000,,,45746,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,132436,,,,,9789,1500,,152968,1,0,0,0,,0,1,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,509674,,,,,,,,63735,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,167696,,5500,,,13500,1000,5500,46255,1,0,1,0,5500,1,1,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,165040,,5500,,,4557,,5500,44060,1,0,1,0,5500,1,0,1,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,1,1,50676,3895,5500,,,100,2800,5500,2471,1,1,1,0,9395,1,1,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,165718,1000,5500,,,9500,,5500,18613,1,1,1,0,6500,1,0,1,0,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,489061,,,,,5000,,,133812,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,364347,,,,,,,,145240,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,375096,,,,,5000,,,184414,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,214178,,4439,,,1000,1500,4439,30477,1,0,1,0,4439,1,1,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,369773,,,,,,,,62413,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,0,89625,,9500,,5600,2100,,9500,8449,1,0,1,0,9500,1,0,1,1,1,1,1
M,3. Other,2. Other,BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,110018,,,,,7500,1000,,30828,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,0,298537,,,,,3000,,,90324,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,280178,,5500,,,,,5500,89441,1,0,1,0,5500,1,0,1,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,320096,,,,,,,,145434,1,0,0,0,,0,0,0,0,0,0,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,30470,4895,5500,,5200,2000,,5500,1452,1,1,1,0,10395,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,23681,6195,5400,,7280,100,,10221,200,1,1,1,0,11595,1,0,1,1,1,1,1
F,3. Other,2. Other,BIPOC,First gen,1,1,43730,4795,,,4400,,,,1535,1,1,0,0,4795,1,0,0,1,0,1,1
F,3. Other,2. Other,BIPOC,First gen,1,0,122620,,,,,,3000,,37096,1,0,0,0,,0,1,0,0,0,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,101914,,,,,2000,,17000,17744,1,0,0,0,,0,0,1,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,67613,,5500,,5600,,,5500,9129,1,0,1,0,5500,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,2500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,Not first gen,2,,,,,,,3500,,,0,0,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,180795,,,,,,,,69642,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,119484,,,,,1250,,,57011,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,407595,,,,,2500,1500,,184245,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,0,6345,5500,,7750,,,5500,0,1,1,1,0,11845,1,0,1,1,0,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,235360,,,,,,,,67628,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,171517,,,,,1250,,,45650,1,0,0,0,,0,0,0,0,1,1,0
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,2,,,,,,,2000,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,0,6345,3500,,5150,5740,5343,3500,0,1,1,1,0,9845,1,1,1,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,305760,,,,,,,,166739,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,211184,,,,,3500,1000,,64607,1,0,0,0,,0,1,0,0,1,1,0
F,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,1,28914,5695,5500,,8400,1500,,5500,606,1,1,1,0,11195,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,2,,,,,,,5500,,,0,0,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,BIPOC,First gen,1,1,24257,6345,,,14750,100,5500,,0,1,1,0,0,6345,1,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,79895,,3500,,,6755.2,2000,3500,19014,1,0,1,0,3500,1,1,1,0,1,1,1
M,1. Rural,1. Rural/Small Rural,Not BIPOC,Not first gen,1,0,57872,,,,,3000,500,,12374,1,0,0,0,,0,1,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,101695,,,,,,,,13677,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,214481,,,,,,,,53173,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,First gen,1,1,52524,1295,,,3305,2500,,,5005,1,1,0,0,1295,1,0,0,1,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,140310,,6500,,,,,6500,48821,1,0,1,0,6500,1,0,1,0,0,1,0
M,3. Other,2. Other,BIPOC,First gen,1,1,0,6345,5500,,4750,,,5500,0,1,1,1,0,11845,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,90032,,5500,,4600,3000,,5500,9884,1,0,1,0,5500,1,0,1,1,1,1,1
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,228250,,,,,2000,,,22482,1,0,0,0,,0,0,0,0,1,1,0
M,3. Other,2. Other,BIPOC,Not first gen,1,0,170586,,,,,,,,40133,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,185938,,,,,2000,,,48875,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,138070,,5500,,,,,5500,12924,1,0,1,0,5500,1,0,1,0,0,1,1
M,3. Other,2. Other,BIPOC,First gen,1,1,27930,5895,3500,,12600,,,3500,413,1,1,1,0,9395,1,0,1,1,0,1,1
F,3. Other,2. Other,Not BIPOC,First gen,1,0,112366,,5500,,,1000,,5500,21785,1,0,1,0,5500,1,0,1,0,1,1,1
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,303692,,,,,,,,117683,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,Not BIPOC,First gen,1,0,380779,,,,,3000,,,134171,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,133613,,,,,,,,45812,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,1,0,186051,,,,,6500,,,93998,1,0,0,0,,0,0,0,0,1,1,0
F,3. Other,2. Other,Not BIPOC,Not first gen,1,0,83180,,,,,,,,18456,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,BIPOC,First gen,1,1,28852,6345,,,12434,3800,5500,,0,1,1,0,0,6345,1,1,0,1,1,1,1
F,3. Other,2. Other,BIPOC,Not first gen,1,0,349168,,,,,,,,128803,1,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,Not first gen,1,0,136187,,,,,,,,52000,1,0,0,0,,0,0,0,0,0,0,0
M,3. Other,2. Other,Not BIPOC,Not first gen,,,,,,,,,,,,0,0,0,0,,0,0,0,0,0,0,0
F,3. Other,2. Other,BIPOC,First gen,1,1,53190,1295,,,14480,1000,,,5098,1,1,0,0,1295,1,0,0,1,1,1,1
