Gender,Rural_or_not,BIPOC_or_not,FirstGen_or_not,Completed_FAFSA,Exp_FamilyContribution,Adjusted_GrossIncome,Got_FedGrants,Got_NeedBasedAid,Got_Any_Aid
M,0,1,0,1,75203.0,151613.0,0,0,1
M,0,0,0,1,39317.0,136245.0,0,0,1
M,0,0,0,1,67171.0,176550.0,0,0,0
M,0,1,1,1,120223.0,232417.0,0,0,1
F,0,0,0,1,37112.0,232119.0,0,0,1
F,0,0,0,1,161103.0,430619.0,0,0,1
F,0,0,0,1,188502.0,531673.0,0,0,0
M,0,0,0,1,32675.0,153483.0,0,0,1
M,0,0,0,1,5298.0,61039.0,1,1,1
M,0,0,0,1,809.0,37224.0,1,1,1
M,0,1,0,1,89079.0,192065.0,0,0,0
M,0,0,0,1,950.0,44320.0,1,1,1
M,0,0,1,1,4771.0,50243.0,1,1,1
F,0,0,0,1,16202.0,156054.0,0,1,1
F,1,0,0,1,42444.0,189001.0,0,0,1
M,0,1,0,1,62893.0,191977.0,0,0,0
F,0,1,1,1,16171.0,66642.0,0,0,0
M,0,1,0,1,291.0,27857.0,1,1,1
F,0,0,0,1,54213.0,187204.0,0,0,1
M,0,0,0,1,385268.0,741130.0,0,0,1
F,0,0,0,1,23900.0,81330.0,0,1,1
F,0,1,0,1,7.0,19382.0,1,1,1
M,0,0,0,1,53203.0,177731.0,0,0,1
F,0,1,0,1,150.0,21516.0,1,1,1
F,1,0,0,1,25952.0,143690.0,0,1,1
M,0,0,0,1,147285.0,396787.0,0,0,1
F,1,0,0,1,172995.0,248059.0,0,0,1
M,0,1,0,1,80894.0,230437.0,0,0,0
M,0,0,0,1,38478.0,248640.0,0,0,1
F,0,0,0,1,28600.0,61642.0,0,0,0
F,0,1,1,1,4437.0,67895.0,1,1,1
M,0,0,0,1,108195.0,549181.0,0,0,1
M,0,1,0,1,84361.0,146773.0,0,0,0
F,0,1,0,1,10610.0,115009.0,0,1,1
M,0,0,0,1,93391.0,287933.0,0,0,0
F,0,0,0,1,23650.0,132155.0,0,0,1
M,0,1,1,1,7480.0,42044.0,0,1,1
F,0,0,1,1,115749.0,377036.0,0,0,1
M,0,1,1,1,984.0,57579.0,1,1,1
M,0,0,0,1,58636.0,164361.0,0,0,1
F,1,0,0,1,184166.0,299223.0,0,0,0
F,0,1,0,1,101011.0,323323.0,0,0,1
M,1,1,0,1,54720.0,206228.0,0,0,1
F,0,0,0,1,31395.0,157250.0,0,0,0
M,0,1,0,1,38332.0,138450.0,0,0,1
M,0,0,0,1,67615.0,223115.0,0,0,0
F,0,0,0,1,35240.0,200951.0,0,0,1
M,0,0,0,1,34607.0,133199.0,0,0,1
M,0,0,0,1,124051.0,106033.0,0,0,0
M,0,1,1,1,24614.0,116065.0,0,0,1
F,0,1,1,1,2859.0,40873.0,1,1,1
F,0,1,1,1,14807.0,103975.0,0,1,1
M,0,1,0,1,43425.0,147469.0,0,0,0
M,0,0,1,1,5290.0,61438.0,1,1,1
F,0,0,0,1,132053.0,759538.0,0,0,0
M,0,1,1,1,103248.0,61635.0,0,0,0
F,0,0,1,1,8609.0,62733.0,0,1,1
F,0,0,0,1,23790.0,106427.0,0,0,0
M,0,0,0,1,20134.0,81235.0,0,1,1
F,1,0,0,1,31370.0,132331.0,0,0,1
F,0,0,0,1,133822.0,489061.0,0,0,0
M,1,1,1,1,50.0,39425.0,1,1,1
M,0,1,1,1,7506.0,64304.0,0,1,1
M,0,0,0,1,58364.0,329173.0,0,0,1
F,0,1,0,1,15043.0,88365.0,0,1,1
F,0,0,0,1,152635.0,550218.0,0,0,0
M,0,1,0,1,37708.0,224835.0,0,0,0
M,0,0,0,1,49061.0,288447.0,0,0,1
F,1,0,0,1,89397.0,179679.0,0,0,1
M,0,0,0,1,47520.0,188842.0,0,0,1
F,0,0,0,1,99208.0,86659.0,0,0,1
M,0,0,0,1,79513.0,200290.0,0,0,1
M,0,1,0,1,11486.0,125244.0,0,1,1
F,0,1,0,1,73280.0,197519.0,0,0,1
M,0,1,0,1,22972.0,131989.0,0,1,1
M,0,1,1,1,1912.0,57674.0,1,1,1
M,0,0,0,1,103454.0,263065.0,0,0,0
M,0,0,0,1,44338.0,301644.0,0,0,0
F,0,0,0,1,63537.0,173094.0,0,0,1
M,0,1,0,1,111556.0,217929.0,0,0,0
M,0,0,0,1,14792.0,75891.0,0,1,1
M,0,0,0,1,51772.0,189970.0,0,0,0
M,1,0,0,1,32158.0,108433.0,0,0,1
M,0,0,0,1,18449.0,144204.0,0,1,1
F,0,0,0,1,96865.0,243678.0,0,0,1
M,0,0,0,1,169450.0,265148.0,0,0,1
F,0,1,0,1,376.0,17633.0,1,1,1
M,0,0,0,1,477894.0,106000.0,0,0,0
M,0,1,0,1,9218.0,90634.0,0,1,1
M,0,0,0,1,23385.0,131584.0,0,1,1
F,1,0,1,1,64861.0,94187.0,0,0,1
F,1,0,1,1,21886.0,121055.0,0,1,1
M,0,0,0,1,1685.0,46026.0,1,1,1
F,0,1,1,1,2324.0,60108.0,1,1,1
M,0,0,0,1,19814.0,35171.0,0,1,1
M,0,1,0,1,128762.0,258901.0,0,0,1
M,0,1,1,1,8991.0,132413.0,0,1,1
F,0,0,0,1,60648.0,217746.0,0,0,1
F,0,1,1,1,5976.0,81574.0,0,1,1
M,0,0,0,1,5670.0,73635.0,0,1,1
M,0,1,1,1,1041.0,63760.0,1,1,1
M,0,1,1,1,10752.0,73101.0,0,1,1
M,0,0,0,1,75151.0,238355.0,0,0,0
M,0,1,0,1,97951.0,142770.0,0,0,1
M,0,1,1,1,1221.0,39899.0,1,1,1
M,0,1,1,1,5074.0,57691.0,0,0,0
F,0,1,0,1,66162.0,260229.0,0,0,0
F,0,0,0,1,85646.0,197710.0,0,0,0
M,0,0,0,1,145723.0,312508.0,0,0,1
F,0,1,0,1,15511.0,136138.0,0,0,1
F,0,0,0,1,91164.0,345880.0,0,0,1
F,0,0,1,1,5.0,51005.0,1,1,1
M,0,1,0,1,28710.0,154914.0,0,0,1
M,0,0,0,1,30790.0,106882.0,0,0,0
F,0,1,0,1,4793.0,68350.0,1,1,1
M,0,0,0,1,59346.0,197547.0,0,0,0
F,0,0,0,1,22627.0,120011.0,0,0,1
F,0,0,0,1,81178.0,298097.0,0,0,1
F,0,1,1,1,3660.0,56289.0,0,0,0
F,0,1,0,1,6593.0,56505.0,0,1,1
F,1,0,1,1,20450.0,105027.0,0,1,1
F,1,0,0,1,78280.0,177072.0,0,0,1
F,0,1,0,1,20143.0,143997.0,0,0,1
M,0,0,1,1,6032.0,58788.0,0,1,1
F,0,1,1,1,8296.0,53500.0,0,1,1
M,0,0,0,1,302.0,28335.0,1,1,1
M,0,0,0,1,50083.0,131463.0,0,0,0
F,0,0,0,1,83705.0,271612.0,0,0,0
F,0,1,0,1,25903.0,117726.0,0,0,0
F,0,1,0,1,29134.0,184437.0,0,0,0
M,0,1,0,1,27956.0,110891.0,0,1,1
F,0,1,1,1,28009.0,64086.0,0,0,1
F,0,0,0,1,32686.0,94189.0,0,0,1
M,0,0,0,1,445346.0,93596.0,0,0,1
M,0,0,0,1,83825.0,223567.0,0,0,0
F,0,0,0,1,192157.0,206298.0,0,0,1
F,0,0,0,1,64466.0,293437.0,0,0,1
F,1,1,1,1,1122.0,46552.0,1,1,1
F,0,1,0,1,13775.0,121550.0,0,1,1
F,0,1,1,1,419.0,29563.0,1,1,1
F,0,0,0,1,72043.0,107478.0,0,0,0
F,0,1,1,1,3039.0,73491.0,1,1,1
F,0,1,0,1,50172.0,157966.0,0,0,1
F,0,0,1,1,16797.0,93007.0,0,1,1
M,0,0,0,1,3140.0,35448.0,1,1,1
F,0,0,0,1,87262.0,213110.0,0,0,1
M,0,0,0,1,96342.0,126605.0,0,0,1
F,0,0,0,1,83424.0,176913.0,0,0,1
F,0,0,0,1,134957.0,681972.0,0,0,1
F,0,0,0,1,22068.0,113511.0,0,1,1
F,0,0,0,1,28191.0,226717.0,0,1,1
M,0,0,0,1,53250.0,129584.0,0,0,0
F,0,1,0,1,2393.0,41337.0,1,1,1
M,0,0,0,1,60323.0,158361.0,0,0,0
M,0,1,0,1,44132.0,119907.0,0,0,0
M,0,1,1,1,482.0,28307.0,1,1,1
M,0,1,0,1,102848.0,347490.0,0,0,1
F,0,0,0,1,19341.0,94474.0,0,1,1
F,0,0,0,1,38498.0,133534.0,0,0,1
M,0,0,0,1,24278.0,37726.0,0,1,1
M,0,1,0,1,8413.0,81249.0,0,1,1
F,0,0,0,1,165615.0,339208.0,0,0,0
F,0,0,0,1,62567.0,185381.0,0,0,0
F,0,1,0,1,6820.0,68290.0,0,1,1
M,0,0,0,1,66931.0,162432.0,0,0,1
M,0,0,0,1,242373.0,260342.0,0,0,1
F,0,0,0,1,132482.0,385165.0,0,0,1
F,0,0,0,1,140645.0,342625.0,0,0,0
F,0,0,0,1,146080.0,189432.0,0,0,1
F,0,0,0,1,7610.0,62914.0,0,1,1
F,0,0,1,1,20063.0,103700.0,0,1,1
F,0,0,0,1,326445.0,430508.0,0,0,0
M,0,1,0,1,85204.0,396561.0,0,0,0
M,0,0,0,1,38619.0,85283.0,0,0,1
M,0,0,0,1,20213.0,88751.0,0,1,1
M,0,0,1,1,10122.0,139540.0,0,1,1
F,0,0,0,1,14786.0,116169.0,0,1,1
M,0,1,1,1,562.0,48339.0,1,1,1
M,0,1,1,1,9065.0,87000.0,0,0,1
F,0,0,0,1,73728.0,171000.0,0,0,1
F,1,0,0,1,37729.0,122716.0,0,0,0
F,0,1,0,1,100361.0,159548.0,0,0,0
M,0,1,0,1,31120.0,50255.0,0,0,1
M,0,0,0,1,234074.0,550119.0,0,0,1
F,0,0,0,1,6594.0,65496.0,0,1,1
M,0,0,0,1,42412.0,175227.0,0,0,1
M,0,1,0,1,91338.0,194113.0,0,0,1
F,0,1,1,1,1373.0,44299.0,1,1,1
F,0,1,1,1,19020.0,92488.0,0,1,1
M,1,1,0,1,27546.0,67847.0,0,0,1
F,0,0,0,1,119681.0,256018.0,0,0,1
M,1,1,1,1,67287.0,413703.0,0,0,0
F,0,0,0,1,25740.0,45239.0,0,0,0
M,0,0,0,1,22967.0,168085.0,0,1,1
M,0,1,0,1,115357.0,200168.0,0,0,1
M,0,0,0,1,66282.0,174806.0,0,0,1
F,0,1,0,1,86839.0,238896.0,0,0,1
F,0,1,0,1,26887.0,125542.0,0,0,1
M,0,1,0,1,281342.0,674716.0,0,0,0
F,0,0,0,1,68393.0,190005.0,0,0,1
F,0,0,0,1,29765.0,139077.0,0,0,0
F,0,0,0,1,67091.0,311387.0,0,0,0
F,0,0,0,1,162655.0,388529.0,0,0,0
F,0,0,0,1,125564.0,280357.0,0,0,0
M,0,0,0,1,52022.0,209443.0,0,0,1
M,0,1,0,1,46834.0,262343.0,0,0,1
M,0,0,0,1,41134.0,281931.0,0,0,1
F,0,0,1,1,16949.0,140364.0,0,1,1
F,0,0,0,1,696316.0,418543.0,0,0,1
F,0,0,1,1,7345.0,72762.0,0,1,1
F,0,0,0,1,22709.0,104918.0,0,0,1
M,0,1,1,1,5539.0,65063.0,1,1,1
F,0,0,0,1,410170.0,778901.0,0,0,1
F,0,1,0,1,29529.0,65909.0,0,0,1
M,1,0,0,1,116278.0,352184.0,0,0,1
M,0,1,0,1,61695.0,352730.0,0,0,1
M,0,0,0,1,93814.0,329351.0,0,0,1
F,0,0,0,1,17873.0,84250.0,0,0,1
F,0,0,0,1,91843.0,394387.0,0,0,1
F,0,1,1,1,12532.0,111802.0,0,1,1
M,0,0,0,1,15142.0,67755.0,0,0,0
F,0,0,0,1,11519.0,68702.0,0,1,1
M,0,0,0,1,45449.0,147160.0,0,0,1
F,0,0,0,1,900.0,43225.0,1,1,1
M,0,0,0,1,176071.0,450411.0,0,0,0
M,0,0,0,1,300.0,14049.0,1,1,1
F,0,1,0,1,39465.0,172613.0,0,0,1
M,0,0,0,1,134800.0,260033.0,0,0,1
F,0,0,0,1,67239.0,220671.0,0,0,1
M,0,0,0,1,39929.0,166161.0,0,0,0
F,0,0,0,1,51456.0,160997.0,0,0,1
F,0,0,0,1,79704.0,257392.0,1,1,1
F,0,0,0,1,16635.0,64177.0,0,0,0
M,0,0,0,1,61060.0,134457.0,0,0,1
F,0,1,0,1,272956.0,482287.0,0,0,0
F,0,1,0,1,101972.0,263864.0,0,0,1
M,0,0,0,1,7179.0,49989.0,1,1,1
M,0,0,0,1,21919.0,134562.0,0,0,1
F,0,0,0,1,103335.0,265243.0,0,0,0
M,0,0,0,1,98744.0,292599.0,0,0,1
F,0,0,0,1,3976.0,62596.0,1,1,1
F,1,0,0,1,712.0,46932.0,1,1,1
M,0,1,0,1,74801.0,383957.0,0,0,1
M,0,0,0,1,36379.0,148594.0,0,0,1
M,1,0,0,1,33526.0,151150.0,0,0,1
M,0,0,0,1,105150.0,282801.0,0,0,1
F,0,0,1,1,200.0,16421.0,1,1,1
M,0,1,0,1,85433.0,275485.0,0,0,0
M,0,0,0,1,37311.0,162614.0,0,0,0
F,0,0,0,1,11900.0,29889.0,0,0,0
M,0,1,0,1,6099.0,103913.0,0,1,1
M,0,0,0,1,33650.0,132798.0,0,0,1
M,0,0,0,1,32088.0,188826.0,0,0,1
F,1,0,0,1,8176.0,94663.0,0,1,1
M,0,0,0,1,10162.0,101204.0,0,1,1
F,0,0,0,1,630.0,45038.0,1,1,1
M,0,1,1,1,4220.0,40094.0,1,1,1
M,0,0,0,1,606334.0,222338.0,0,0,1
F,0,0,0,1,43302.0,156299.0,0,0,0
F,0,0,0,1,13897.0,67637.0,0,1,1
M,0,0,0,1,20828.0,109969.0,0,0,1
F,0,0,1,1,9977.0,119070.0,0,1,1
M,0,1,0,1,40082.0,222188.0,0,0,1
M,0,0,0,1,40688.0,272537.0,0,0,1
M,0,0,0,1,1069.0,36746.0,1,1,1
F,0,0,0,1,81386.0,26642.0,0,0,1
M,0,0,0,1,65265.0,186624.0,0,0,1
F,0,1,1,1,37254.0,63250.0,0,0,0
F,0,0,0,1,119199.0,400000.0,0,0,1
M,0,0,0,1,52190.0,278216.0,0,0,0
F,0,1,0,1,20120.0,93284.0,0,1,1
F,0,0,0,1,31709.0,233830.0,0,0,0
M,0,1,0,1,1513.0,41458.0,1,1,1
F,0,0,0,1,88842.0,183694.0,0,0,1
M,0,1,1,1,4270.0,53940.0,1,1,1
M,0,1,0,1,38222.0,147900.0,0,0,0
F,0,0,0,1,43310.0,163488.0,0,0,1
M,0,1,1,1,1719.0,64313.0,1,1,1
M,0,0,0,1,28203.0,135832.0,0,0,0
F,0,0,0,1,46867.0,147388.0,0,0,1
M,0,0,0,1,62908.0,184660.0,0,0,1
M,0,0,0,1,12313.0,52553.0,0,0,1
F,0,0,0,1,62383.0,181314.0,0,0,0
M,0,0,0,1,156986.0,436386.0,0,0,1
F,0,0,0,1,74737.0,253810.0,0,0,1
M,0,0,0,1,41000.0,134297.0,0,0,1
F,0,1,0,1,4506.0,65716.0,1,1,1
F,0,0,0,1,105634.0,132417.0,0,0,1
M,0,0,0,1,4755.0,63945.0,1,1,1
F,0,0,1,1,9219.0,65419.0,0,0,1
F,0,0,0,1,2865.0,57814.0,1,1,1
F,0,0,0,1,24739.0,189606.0,0,0,1
M,0,0,0,1,66830.0,313351.0,0,0,0
F,0,0,0,1,120477.0,732849.0,0,0,1
F,0,0,0,1,23148.0,163608.0,0,0,1
F,0,0,0,1,168655.0,318532.0,0,0,1
M,0,0,0,1,82362.0,402815.0,0,0,1
M,0,0,0,1,897.0,31329.0,1,1,1
F,0,1,0,1,60836.0,199154.0,0,0,1
F,0,0,0,1,9243.0,77879.0,0,1,1
F,0,1,0,1,35.0,36337.0,1,1,1
M,0,0,0,1,12283.0,94713.0,0,0,1
F,0,1,0,1,30373.0,212316.0,0,0,0
F,1,0,1,1,1048.0,38789.0,1,1,1
F,0,0,0,1,2029.0,42106.0,1,1,1
F,0,1,0,1,30268.0,212316.0,0,0,0
M,0,1,0,1,68851.0,231575.0,0,0,1
F,0,0,1,1,11.0,30595.0,1,1,1
F,0,1,1,1,735.0,34778.0,1,1,1
F,0,1,1,1,5550.0,65558.0,1,1,1
M,0,0,0,1,231257.0,473961.0,0,0,0
M,0,1,1,1,16484.0,62281.0,0,1,1
M,0,1,1,1,1497.0,39925.0,1,1,1
F,0,1,1,1,637.0,42730.0,1,1,1
F,0,1,0,1,44529.0,228610.0,0,0,1
M,1,0,0,1,6055.0,16913.0,0,1,1
F,0,0,0,1,6982.0,87183.0,0,1,1
F,0,1,0,1,20978.0,181759.0,0,0,1
F,0,1,0,1,21871.0,114751.0,0,1,1
F,0,1,0,1,7220.0,68442.0,0,1,1
F,0,1,0,1,27088.0,191228.0,0,1,1
M,0,0,0,1,22762.0,184232.0,0,1,1
F,0,0,0,1,91029.0,209744.0,0,0,0
F,0,0,0,1,31571.0,137116.0,0,0,0
F,0,0,0,1,261155.0,432856.0,0,0,0
F,0,1,0,1,70891.0,116058.0,0,0,0
M,0,0,0,1,173109.0,515690.0,0,0,1
M,0,1,1,1,253.0,37161.0,0,0,1
F,0,0,0,1,202677.0,163108.0,0,0,1
M,0,1,1,1,6641.0,48295.0,0,1,1
F,1,0,0,1,15957.0,97677.0,0,1,1
F,0,0,0,1,3791.0,21454.0,1,1,1
M,0,1,1,1,17955.0,318456.0,0,1,1
M,0,1,1,1,5870.0,43259.0,0,1,1
F,0,0,0,1,23199.0,103791.0,0,0,1
M,0,0,1,1,20661.0,121796.0,0,0,1
M,0,1,0,1,2854.0,50782.0,1,1,1
M,0,1,1,1,1444.0,50703.0,1,1,1
M,0,0,0,1,731871.0,729184.0,0,0,1
F,0,0,0,1,6839.0,94009.0,0,1,1
M,0,0,0,1,119847.0,180363.0,0,0,0
M,0,1,1,1,48067.0,35671.0,0,0,0
F,0,1,0,1,5479.0,49284.0,1,1,1
F,0,0,0,1,63637.0,396012.0,0,0,1
F,0,0,1,1,36311.0,194740.0,0,0,1
M,0,0,0,1,231078.0,191792.0,0,0,1
F,0,0,0,1,247263.0,321521.0,0,0,0
M,0,0,0,1,45746.0,191232.0,0,0,1
M,0,0,0,1,152968.0,132436.0,0,0,1
M,0,0,0,1,63735.0,509674.0,0,0,0
M,0,0,0,1,46255.0,167696.0,0,0,1
F,0,0,0,1,44060.0,165040.0,0,0,1
F,0,1,0,1,2471.0,50676.0,1,1,1
F,0,0,0,1,18613.0,165718.0,1,1,1
F,0,0,0,1,133812.0,489061.0,0,0,1
M,0,0,0,1,145240.0,364347.0,0,0,0
M,0,0,0,1,184414.0,375096.0,0,0,1
F,0,0,0,1,30477.0,214178.0,0,0,1
F,0,0,1,1,62413.0,369773.0,0,0,0
F,0,1,1,1,8449.0,89625.0,0,1,1
M,0,1,0,1,30828.0,110018.0,0,0,1
F,0,1,1,1,90324.0,298537.0,0,0,1
F,0,0,0,1,89441.0,280178.0,0,0,1
F,0,0,0,1,145434.0,320096.0,0,0,0
F,1,0,0,1,1452.0,30470.0,1,1,1
F,0,1,1,1,200.0,23681.0,1,1,1
F,0,1,1,1,1535.0,43730.0,1,1,1
F,0,1,1,1,37096.0,122620.0,0,0,1
F,0,0,0,1,17744.0,101914.0,0,0,1
F,0,0,0,1,9129.0,67613.0,0,1,1
M,0,0,0,1,69642.0,180795.0,0,0,0
M,0,0,0,1,57011.0,119484.0,0,0,1
M,0,0,0,1,184245.0,407595.0,0,0,1
M,0,0,0,1,67628.0,235360.0,0,0,0
F,0,0,0,1,45650.0,171517.0,0,0,1
F,0,1,0,1,166739.0,305760.0,0,0,0
F,0,1,0,1,64607.0,211184.0,0,0,1
F,1,0,0,1,606.0,28914.0,1,1,1
F,0,1,0,1,19014.0,79895.0,0,1,1
M,1,0,0,1,12374.0,57872.0,0,0,1
F,0,0,0,1,13677.0,101695.0,0,0,0
F,0,0,0,1,53173.0,214481.0,0,0,0
M,0,0,1,1,5005.0,52524.0,1,1,1
M,0,0,0,1,48821.0,140310.0,0,0,1
F,0,0,1,1,9884.0,90032.0,0,1,1
F,0,0,0,1,22482.0,228250.0,0,0,1
M,0,1,0,1,40133.0,170586.0,0,0,0
M,0,0,0,1,48875.0,185938.0,0,0,1
F,0,0,0,1,12924.0,138070.0,0,1,1
M,0,1,1,1,413.0,27930.0,1,1,1
F,0,0,1,1,21785.0,112366.0,0,1,1
M,0,0,0,1,117683.0,303692.0,0,0,0
F,0,0,1,1,134171.0,380779.0,0,0,1
F,0,0,0,1,45812.0,133613.0,0,0,0
M,0,0,0,1,93998.0,186051.0,0,0,1
F,0,0,0,1,18456.0,83180.0,0,0,0
F,0,1,0,1,128803.0,349168.0,0,0,0
F,0,1,0,1,52000.0,136187.0,0,0,0
F,0,1,1,1,5098.0,53190.0,1,1,1
M,0,1,1,1,8479.0,86250.0,0,1,1
M,0,0,0,1,19562.0,109179.0,0,1,1
M,0,1,1,1,2581.0,54681.0,1,1,1
F,0,1,0,1,58084.0,117572.0,0,0,1
M,0,1,0,1,7506.0,72435.0,0,1,1
M,0,1,0,1,23574.0,158388.0,0,0,1
F,0,1,0,1,229.0,31142.0,1,1,1
M,0,1,0,1,43261.0,128315.0,0,0,1
F,0,0,1,1,81464.0,328015.0,0,0,1
M,0,1,0,1,13838.0,95726.0,0,1,1
F,0,0,0,1,143905.0,451150.0,0,0,1
M,0,1,0,1,9896.0,61558.0,0,1,1
M,0,1,0,1,39402.0,122219.0,0,0,1
M,0,0,0,1,63279.0,150554.0,0,0,1
M,0,1,1,1,490.0,51276.0,1,1,1
M,0,0,0,1,36862.0,123124.0,0,0,1
M,0,0,0,1,114213.0,199298.0,0,0,0
F,0,0,0,1,100161.0,521494.0,0,0,1
F,0,0,0,1,52953.0,219653.0,0,0,1
M,0,0,1,1,24903.0,146343.0,0,0,0
F,1,0,1,1,29712.0,96114.0,0,0,1
F,0,0,0,1,25211.0,86093.0,0,0,0
M,0,0,0,1,28722.0,190052.0,0,0,1
F,0,0,0,1,16986.0,85000.0,0,1,1
F,0,1,1,1,6956.0,95536.0,0,1,1
F,0,0,0,1,33745.0,120823.0,0,0,1
F,0,0,0,1,39802.0,134454.0,0,0,0
F,0,1,1,1,19851.0,97916.0,0,1,1
F,1,1,0,1,26574.0,133827.0,0,1,1
F,0,1,0,1,93394.0,98415.0,0,0,1
F,0,1,0,1,76945.0,204568.0,0,0,1
F,0,1,1,1,13574.0,127051.0,0,1,1
F,0,1,0,1,18596.0,89022.0,0,1,1
M,0,1,1,1,3452.0,37678.0,1,1,1
M,0,1,0,1,28105.0,152451.0,0,0,0
M,0,0,0,1,241403.0,311068.0,0,0,1
M,0,0,1,1,1999.0,41359.0,1,1,1
F,1,0,0,1,200.0,-32489.0,1,1,1
M,0,0,0,1,10193.0,87487.0,0,1,1
F,0,1,0,1,6561.0,94033.0,0,1,1
M,0,0,0,1,129185.0,383538.0,0,0,0
M,0,1,1,1,16057.0,98439.0,0,0,1
M,0,1,1,1,4650.0,54876.0,1,1,1
F,0,0,0,1,124605.0,270461.0,0,0,1
M,0,0,0,1,23526.0,92631.0,0,1,1
F,0,0,0,1,9375.0,120000.0,0,1,1
M,0,0,0,1,4204.0,46113.0,1,1,1
F,0,0,0,1,319.0,34684.0,1,1,1
F,0,1,0,1,35409.0,123044.0,0,0,1
F,0,0,0,1,94095.0,245461.0,0,0,1
F,1,0,0,1,2108.0,40070.0,1,1,1
M,0,0,0,1,17210.0,147761.0,0,1,1
F,0,1,0,1,73792.0,202467.0,0,0,0
F,0,0,0,1,45221.0,98745.0,0,0,1
M,0,0,1,1,4234.0,38764.0,1,1,1
F,0,0,0,1,44371.0,146239.0,0,0,0
M,0,1,1,1,64.0,29121.0,1,1,1
F,0,1,0,1,12592.0,82035.0,0,0,1
F,0,1,1,1,12101.0,99272.0,0,1,1
F,0,1,0,1,2457.0,39428.0,1,1,1
F,0,1,1,1,4810.0,70698.0,1,1,1
M,1,1,1,1,60128.0,205592.0,0,0,0
F,0,1,1,1,24111.0,105131.0,0,1,1
M,0,1,1,1,2792.0,59538.0,1,1,1
F,0,1,1,1,254851.0,533538.0,0,0,1
F,0,0,0,1,20641.0,92914.0,0,0,0
M,0,1,0,1,135807.0,340500.0,0,0,0
F,0,0,1,1,25239.0,183300.0,0,1,1
F,0,0,1,1,49646.0,187175.0,0,0,1
M,0,1,1,1,11913.0,106243.0,0,1,1
M,0,0,0,1,27266.0,122524.0,0,0,1
M,0,1,0,1,50551.0,202429.0,0,0,1
F,0,0,0,1,186461.0,147100.0,0,0,1
F,0,1,0,1,35763.0,164554.0,0,0,1
F,0,0,0,1,30567.0,104057.0,0,0,1
M,1,0,0,1,18688.0,101910.0,0,0,1
M,0,0,1,1,54480.0,209514.0,0,0,1
F,0,1,0,1,63754.0,218738.0,0,0,1
F,0,0,0,1,85812.0,178340.0,0,0,0
M,0,0,0,1,1354.0,18740.0,1,1,1
F,1,0,0,1,87232.0,273516.0,0,0,1
M,0,0,0,1,3780.0,42926.0,1,1,1
F,0,1,1,1,13585.0,72913.0,0,1,1
F,0,0,0,1,130184.0,407041.0,0,0,1
F,0,0,0,1,42020.0,155965.0,0,0,1
M,0,0,0,1,21999.0,9637.0,0,0,1
M,0,1,1,1,38584.0,163933.0,0,0,1
F,0,0,0,1,125670.0,235754.0,0,0,1
M,0,1,0,1,7632.0,69546.0,0,1,1
F,0,1,0,1,299.0,33919.0,1,1,1
F,0,0,1,1,17017.0,90831.0,0,0,1
F,0,0,0,1,37978.0,138171.0,0,0,1
F,0,0,0,1,84561.0,201629.0,0,0,0
M,0,0,0,1,171138.0,234580.0,0,0,1
M,0,0,0,1,17576.0,62216.0,0,0,1
M,0,0,0,1,376504.0,392399.0,0,0,1
F,0,0,0,1,38202.0,157305.0,0,0,1
M,0,0,1,1,44576.0,163311.0,0,0,0
M,0,0,0,1,47.0,38528.0,1,1,1
F,0,0,1,1,48876.0,280165.0,0,0,1
M,0,1,0,1,9880.0,71205.0,0,1,1
M,0,0,0,1,203086.0,588647.0,0,0,0
M,0,0,1,1,11293.0,82437.0,0,1,1
M,0,0,0,1,230320.0,529598.0,0,0,1
M,0,0,0,1,185817.0,458664.0,0,0,1
F,0,0,0,1,61261.0,152497.0,0,0,0
F,1,0,1,1,21337.0,123377.0,0,1,1
F,0,0,1,1,21760.0,117987.0,0,1,1
M,0,1,1,1,3332.0,56308.0,1,1,1
M,0,0,1,1,25537.0,127722.0,0,1,1
F,0,0,0,1,33341.0,218814.0,0,0,1
F,0,1,0,1,48973.0,70688.0,0,1,1
M,0,0,0,1,102571.0,240363.0,0,0,1
F,0,0,0,1,576581.0,321179.0,0,0,1
F,0,0,0,1,25472.0,48860.0,0,1,1
M,0,0,0,1,150868.0,278748.0,0,0,1
F,0,0,0,1,104295.0,261860.0,0,0,1
F,0,0,0,1,10438.0,104321.0,0,1,1
M,0,1,0,1,58660.0,185812.0,0,0,1
M,0,1,1,1,11488.0,77850.0,0,1,1
F,0,0,0,1,31784.0,134359.0,0,0,1
F,0,0,0,1,4427.0,55155.0,1,1,1
F,0,1,0,1,13398.0,128656.0,0,1,1
M,0,0,0,1,84227.0,174844.0,0,0,1
M,0,0,0,1,37128.0,124586.0,0,0,1
F,0,1,0,1,52890.0,131161.0,0,0,0
F,0,0,0,1,61512.0,203295.0,0,0,1
F,0,0,1,1,50549.0,193470.0,0,0,1
F,0,0,0,1,27561.0,127884.0,0,1,1
F,0,1,0,1,28496.0,146174.0,0,0,1
F,0,0,0,1,36019.0,148775.0,0,0,0
M,0,0,0,1,45227.0,150408.0,0,0,1
F,0,0,0,1,86476.0,197258.0,0,0,1
M,0,0,0,1,51917.0,196624.0,0,0,1
F,0,0,0,1,10969.0,75751.0,0,1,1
M,1,1,1,1,20226.0,102316.0,0,1,1
